GP values	GP values (GFactor-corrected)	Counts (Pixels)	Counts (Pixels, Normalized)	Counts (Kernel-Smoothed)	Counts (Smoothed, Normalized)
-1	-1	9737	0.03628	8780.5	0.03271
-0.98	-0.9223	7824	0.02915	8060	0.03003
-0.96	-0.8491	6619	0.02466	7056	0.02629
-0.94	-0.7798	6725	0.02505	6932.3333	0.02583
-0.92	-0.7143	7453	0.02777	7434.3333	0.0277
-0.9	-0.6522	8125	0.03027	8143.3333	0.03034
-0.88	-0.5932	8852	0.03298	8914.3333	0.03321
-0.86	-0.5372	9766	0.03638	9582	0.0357
-0.84	-0.4839	10128	0.03773	10160.3333	0.03785
-0.82	-0.4331	10587	0.03944	10499.6667	0.03912
-0.8	-0.3846	10784	0.04018	10739	0.04001
-0.78	-0.3383	10846	0.04041	10834.3333	0.04036
-0.76	-0.2941	10873	0.04051	10854.6667	0.04044
-0.74	-0.2518	10845	0.0404	10767.3333	0.04012
-0.72	-0.2113	10584	0.03943	10572.6667	0.03939
-0.7	-0.1724	10289	0.03833	10333.3333	0.0385
-0.68	-0.1351	10127	0.03773	10024.3333	0.03735
-0.66	-0.09934	9657	0.03598	9672	0.03603
-0.64	-0.06494	9232	0.0344	9245	0.03444
-0.62	-0.03185	8846	0.03296	8784.6667	0.03273
-0.6	0	8276	0.03083	8324.3333	0.03101
-0.58	0.03067	7851	0.02925	7811	0.0291
-0.56	0.06024	7306	0.02722	7306.6667	0.02722
-0.54	0.08876	6763	0.0252	6768.3333	0.02522
-0.52	0.1163	6236	0.02323	6268.6667	0.02335
-0.5	0.1429	5807	0.02163	5784.3333	0.02155
-0.48	0.1685	5310	0.01978	5297	0.01973
-0.46	0.1934	4774	0.01779	4822.3333	0.01797
-0.44	0.2174	4383	0.01633	4392.6667	0.01637
-0.42	0.2406	4021	0.01498	4025.3333	0.015
-0.4	0.2632	3672	0.01368	3673	0.01368
-0.38	0.285	3326	0.01239	3281	0.01222
-0.36	0.3061	2845	0.0106	2911.6667	0.01085
-0.34	0.3266	2564	0.009553	2557	0.009526
-0.32	0.3465	2262	0.008427	2286	0.008517
-0.3	0.3659	2032	0.00757	2013.6667	0.007502
-0.28	0.3846	1747	0.006509	1767	0.006583
-0.26	0.4028	1522	0.00567	1569.6667	0.005848
-0.24	0.4206	1440	0.005365	1384.6667	0.005159
-0.22	0.4378	1192	0.004441	1204	0.004486
-0.2	0.4545	980	0.003651	1018	0.003793
-0.18	0.4709	882	0.003286	874.6667	0.003259
-0.16	0.4867	762	0.002839	771	0.002872
-0.14	0.5022	669	0.002492	659.6667	0.002458
-0.12	0.5172	548	0.002042	575.3333	0.002143
-0.1	0.5319	509	0.001896	498.6667	0.001858
-0.08	0.5462	439	0.001636	437.6667	0.001631
-0.06	0.5602	365	0.00136	366.3333	0.001365
-0.04	0.5738	295	0.001099	296	0.001103
-0.02	0.587	228	0.0008494	242.6667	0.0009041
0	0.6	205	0.0007638	200	0.0007451
0.02	0.6126	167	0.0006222	170.6667	0.0006358
0.04	0.625	140	0.0005216	149	0.0005551
0.06	0.6371	140	0.0005216	132	0.0004918
0.08	0.6489	116	0.0004322	113.3333	0.0004222
0.1	0.6604	84	0.000313	83.6667	0.0003117
0.12	0.6716	51	0.00019	68	0.0002533
0.14	0.6827	69	0.0002571	56.3333	0.0002099
0.16	0.6934	49	0.0001826	56	0.0002086
0.18	0.704	50	0.0001863	45.3333	0.0001689
0.2	0.7143	37	0.0001378	36	0.0001341
0.22	0.7244	21	0.00007824	23.6667	0.00008817
0.24	0.7343	13	0.00004843	17.3333	0.00006458
0.26	0.7439	18	0.00006706	15.6667	0.00005837
0.28	0.7534	16	0.00005961	16.3333	0.00006085
0.3	0.7627	15	0.00005588	11.6667	0.00004347
0.32	0.7718	4	0.0000149	11	0.00004098
0.34	0.7807	14	0.00005216	8.3333	0.00003105
0.36	0.7895	7	0.00002608	9.6667	0.00003601
0.38	0.798	8	0.00002981	5.6667	0.00002111
0.4	0.8065	2	7.4513E-6	4.6667	0.00001739
0.42	0.8147	4	0.0000149	3	0.00001118
0.44	0.8228	3	0.00001118	3.6667	0.00001366
0.46	0.8307	4	0.0000149	3	0.00001118
0.48	0.8385	2	7.4513E-6	2.3333	8.6931E-6
0.5	0.8462	1	3.7256E-6	1	3.7256E-6
0.52	0.8537	0	0	0.6667	2.4838E-6
0.54	0.861	1	3.7256E-6	0.3333	1.2419E-6
0.56	0.8683	0	0	0.6667	2.4838E-6
0.58	0.8754	1	3.7256E-6	0.3333	1.2419E-6
0.6	0.8824	0	0	0.3333	1.2419E-6
0.62	0.8892	0	0	0.3333	1.2419E-6
0.64	0.896	1	3.7256E-6	0.3333	1.2419E-6
0.66	0.9026	0	0	0.3333	1.2419E-6
0.68	0.9091	0	0	0	0
0.7	0.9155	0	0	0	0
0.72	0.9218	0	0	0	0
0.74	0.928	0	0	0	0
0.76	0.9341	0	0	0	0
0.78	0.9401	0	0	0	0
0.8	0.9459	0	0	0	0
0.82	0.9517	0	0	0	0
0.84	0.9574	0	0	0	0
0.86	0.9631	0	0	0	0
0.88	0.9686	0	0	0	0
0.9	0.974	0	0	0	0
0.92	0.9794	0	0	0	0
0.94	0.9847	0	0	0	0
0.96	0.9898	0	0	0	0
0.98	0.995	0	0	0	0
