GP values	GP values (GFactor-corrected)	Counts (Pixels)	Counts (Pixels, Normalized)	Counts (Kernel-Smoothed)	Counts (Smoothed, Normalized)
-1	-1	0	0	0	0
-0.98	-0.9223	0	0	0	0
-0.96	-0.8491	0	0	0	0
-0.94	-0.7798	0	0	0.3333	6.5335E-7
-0.92	-0.7143	1	1.9600E-6	1	1.9600E-6
-0.9	-0.6522	2	3.9201E-6	2.3333	4.5734E-6
-0.88	-0.5932	4	7.8402E-6	4.3333	8.4935E-6
-0.86	-0.5372	7	0.00001372	8.6667	0.00001699
-0.84	-0.4839	15	0.0000294	14.6667	0.00002875
-0.82	-0.4331	22	0.00004312	23	0.00004508
-0.8	-0.3846	32	0.00006272	38	0.00007448
-0.78	-0.3383	60	0.0001176	56	0.0001098
-0.76	-0.2941	76	0.000149	87.3333	0.0001712
-0.74	-0.2518	126	0.000247	128.6667	0.0002522
-0.72	-0.2113	184	0.0003606	184.6667	0.000362
-0.7	-0.1724	244	0.0004783	279	0.0005469
-0.68	-0.1351	409	0.0008017	406.3333	0.0007964
-0.66	-0.09934	566	0.001109	617.6667	0.001211
-0.64	-0.06494	878	0.001721	921.6667	0.001807
-0.62	-0.03185	1321	0.002589	1388	0.002721
-0.6	0	1965	0.003851	2046	0.00401
-0.58	0.03067	2852	0.00559	2983.3333	0.005847
-0.56	0.06024	4133	0.008101	4351.3333	0.008529
-0.54	0.08876	6069	0.0119	6262	0.01227
-0.52	0.1163	8584	0.01683	8879	0.0174
-0.5	0.1429	11984	0.02349	12003.6667	0.02353
-0.48	0.1685	15443	0.03027	15718.6667	0.03081
-0.46	0.1934	19729	0.03867	19952	0.03911
-0.44	0.2174	24684	0.04838	24609.6667	0.04824
-0.42	0.2406	29416	0.05766	29257.3333	0.05735
-0.4	0.2632	33672	0.066	33430	0.06552
-0.38	0.285	37202	0.07292	36784.3333	0.0721
-0.36	0.3061	39479	0.07738	39060.3333	0.07656
-0.34	0.3266	40500	0.07938	39834.6667	0.07808
-0.32	0.3465	39525	0.07747	38989	0.07642
-0.3	0.3659	36942	0.07241	36607.6667	0.07175
-0.28	0.3846	33356	0.06538	32844.3333	0.06438
-0.26	0.4028	28235	0.05534	28492.6667	0.05585
-0.24	0.4206	23887	0.04682	23742.3333	0.04654
-0.22	0.4378	19105	0.03745	19128	0.03749
-0.2	0.4545	14392	0.02821	14764	0.02894
-0.18	0.4709	10795	0.02116	11027	0.02161
-0.16	0.4867	7894	0.01547	8111.3333	0.0159
-0.14	0.5022	5645	0.01106	5782	0.01133
-0.12	0.5172	3807	0.007462	3989.6667	0.00782
-0.1	0.5319	2517	0.004933	2637.3333	0.005169
-0.08	0.5462	1588	0.003113	1724.3333	0.00338
-0.06	0.5602	1068	0.002093	1116	0.002187
-0.04	0.5738	692	0.001356	746.3333	0.001463
-0.02	0.587	479	0.0009389	467.6667	0.0009166
0	0.6	232	0.0004547	289.3333	0.0005671
0.02	0.6126	157	0.0003077	158.3333	0.0003103
0.04	0.625	86	0.0001686	100.3333	0.0001967
0.06	0.6371	58	0.0001137	56	0.0001098
0.08	0.6489	24	0.00004704	34.6667	0.00006795
0.1	0.6604	22	0.00004312	18.3333	0.00003593
0.12	0.6716	9	0.00001764	13.3333	0.00002613
0.14	0.6827	9	0.00001764	7.6667	0.00001503
0.16	0.6934	5	9.8002E-6	5.6667	0.00001111
0.18	0.704	3	5.8801E-6	3.3333	6.5335E-6
0.2	0.7143	2	3.9201E-6	1.6667	3.2667E-6
0.22	0.7244	0	0	0.6667	1.3067E-6
0.24	0.7343	0	0	0	0
0.26	0.7439	0	0	0	0
0.28	0.7534	0	0	0	0
0.3	0.7627	0	0	0	0
0.32	0.7718	0	0	0	0
0.34	0.7807	0	0	0	0
0.36	0.7895	0	0	0	0
0.38	0.798	0	0	0	0
0.4	0.8065	0	0	0	0
0.42	0.8147	0	0	0	0
0.44	0.8228	0	0	0	0
0.46	0.8307	0	0	0	0
0.48	0.8385	0	0	0	0
0.5	0.8462	0	0	0	0
0.52	0.8537	0	0	0	0
0.54	0.861	0	0	0	0
0.56	0.8683	0	0	0	0
0.58	0.8754	0	0	0	0
0.6	0.8824	0	0	0	0
0.62	0.8892	0	0	0	0
0.64	0.896	0	0	0	0
0.66	0.9026	0	0	0	0
0.68	0.9091	0	0	0	0
0.7	0.9155	0	0	0	0
0.72	0.9218	0	0	0	0
0.74	0.928	0	0	0	0
0.76	0.9341	0	0	0	0
0.78	0.9401	0	0	0	0
0.8	0.9459	0	0	0	0
0.82	0.9517	0	0	0	0
0.84	0.9574	0	0	0	0
0.86	0.9631	0	0	0	0
0.88	0.9686	0	0	0	0
0.9	0.974	0	0	0	0
0.92	0.9794	0	0	0	0
0.94	0.9847	0	0	0	0
0.96	0.9898	0	0	0	0
0.98	0.995	0	0	0	0
