GP values	GP values (GFactor-corrected)	Counts (Pixels)	Counts (Pixels, Normalized)	Counts (Kernel-Smoothed)	Counts (Smoothed, Normalized)
-1	-1	24716	0.0278	22953	0.02581
-0.98	-0.98	21190	0.02383	23228.6667	0.02612
-0.96	-0.96	23780	0.02674	24838	0.02793
-0.94	-0.94	29544	0.03322	29454.6667	0.03312
-0.92	-0.92	35040	0.03941	34986	0.03934
-0.9	-0.9	40374	0.0454	40228	0.04524
-0.88	-0.88	45270	0.05091	44765.3333	0.05034
-0.86	-0.86	48652	0.05471	48071.6667	0.05406
-0.84	-0.84	50293	0.05656	50253.3333	0.05651
-0.82	-0.82	51815	0.05827	51279	0.05767
-0.8	-0.8	51729	0.05817	51569.3333	0.05799
-0.78	-0.78	51164	0.05754	50816.3333	0.05715
-0.76	-0.76	49556	0.05573	49237.3333	0.05537
-0.74	-0.74	46992	0.05285	46946.3333	0.05279
-0.72	-0.72	44291	0.04981	44053.6667	0.04954
-0.7	-0.7	40878	0.04597	40831	0.04592
-0.68	-0.68	37324	0.04197	37335.3333	0.04199
-0.66	-0.66	33804	0.03802	33640.3333	0.03783
-0.64	-0.64	29793	0.0335	29846.3333	0.03356
-0.62	-0.62	25942	0.02917	26005	0.02924
-0.6	-0.6	22280	0.02506	22586	0.0254
-0.58	-0.58	19536	0.02197	19346	0.02176
-0.56	-0.56	16222	0.01824	16518.6667	0.01858
-0.54	-0.54	13798	0.01552	13875.6667	0.0156
-0.52	-0.52	11607	0.01305	11643.6667	0.01309
-0.5	-0.5	9526	0.01071	9650.3333	0.01085
-0.48	-0.48	7818	0.008792	7880.6667	0.008862
-0.46	-0.46	6298	0.007083	6387	0.007183
-0.44	-0.44	5045	0.005674	5161	0.005804
-0.42	-0.42	4140	0.004656	4164.6667	0.004684
-0.4	-0.4	3309	0.003721	3364.3333	0.003783
-0.38	-0.38	2644	0.002973	2667	0.002999
-0.36	-0.36	2048	0.002303	2111.3333	0.002374
-0.34	-0.34	1642	0.001847	1654.3333	0.00186
-0.32	-0.32	1273	0.001432	1323.3333	0.001488
-0.3	-0.3	1055	0.001186	1040.3333	0.00117
-0.28	-0.28	793	0.0008918	807	0.0009075
-0.26	-0.26	573	0.0006444	620	0.0006972
-0.24	-0.24	494	0.0005555	478.3333	0.0005379
-0.22	-0.22	368	0.0004138	381.3333	0.0004288
-0.2	-0.2	282	0.0003171	285	0.0003205
-0.18	-0.18	205	0.0002305	225	0.000253
-0.16	-0.16	188	0.0002114	176.6667	0.0001987
-0.14	-0.14	137	0.0001541	143.6667	0.0001616
-0.12	-0.12	106	0.0001192	105.6667	0.0001188
-0.1	-0.1	74	0.00008322	87.6667	0.00009859
-0.08	-0.08	83	0.00009334	69.3333	0.00007797
-0.06	-0.06	51	0.00005735	60.6667	0.00006822
-0.04	-0.04	48	0.00005398	41.6667	0.00004686
-0.02	-0.02	26	0.00002924	30.3333	0.00003411
0	0	17	0.00001912	20.3333	0.00002287
0.02	0.02	18	0.00002024	16.6667	0.00001874
0.04	0.04	15	0.00001687	16.6667	0.00001874
0.06	0.06	17	0.00001912	13.6667	0.00001537
0.08	0.08	9	0.00001012	10.6667	0.000012
0.1	0.1	6	6.7475E-6	8.6667	9.7464E-6
0.12	0.12	11	0.00001237	7.6667	8.6218E-6
0.14	0.14	6	6.7475E-6	7	7.8721E-6
0.16	0.16	4	4.4983E-6	5.3333	5.9978E-6
0.18	0.18	6	6.7475E-6	4.6667	5.2480E-6
0.2	0.2	4	4.4983E-6	4	4.4983E-6
0.22	0.22	2	2.2492E-6	2.6667	2.9989E-6
0.24	0.24	2	2.2492E-6	1.6667	1.8743E-6
0.26	0.26	1	1.1246E-6	1	1.1246E-6
0.28	0.28	0	0	0.3333	3.7486E-7
0.3	0.3	0	0	0	0
0.32	0.32	0	0	0	0
0.34	0.34	0	0	0	0
0.36	0.36	0	0	0	0
0.38	0.38	0	0	0.3333	3.7486E-7
0.4	0.4	1	1.1246E-6	0.3333	3.7486E-7
0.42	0.42	0	0	0.3333	3.7486E-7
0.44	0.44	0	0	0	0
0.46	0.46	0	0	0.3333	3.7486E-7
0.48	0.48	1	1.1246E-6	0.3333	3.7486E-7
0.5	0.5	0	0	0.3333	3.7486E-7
0.52	0.52	0	0	0	0
0.54	0.54	0	0	0	0
0.56	0.56	0	0	0	0
0.58	0.58	0	0	0	0
0.6	0.6	0	0	0	0
0.62	0.62	0	0	0	0
0.64	0.64	0	0	0	0
0.66	0.66	0	0	0	0
0.68	0.68	0	0	0	0
0.7	0.7	0	0	0	0
0.72	0.72	0	0	0	0
0.74	0.74	0	0	0	0
0.76	0.76	0	0	0	0
0.78	0.78	0	0	0	0
0.8	0.8	0	0	0	0
0.82	0.82	0	0	0	0
0.84	0.84	0	0	0	0
0.86	0.86	0	0	0	0
0.88	0.88	0	0	0	0
0.9	0.9	0	0	0	0
0.92	0.92	0	0	0	0
0.94	0.94	0	0	0	0
0.96	0.96	0	0	0	0
0.98	0.98	0	0	0	0
