GP values	GP values (GFactor-corrected)	Counts (Pixels)	Counts (Pixels, Normalized)	Counts (Kernel-Smoothed)	Counts (Smoothed, Normalized)
-1	-1	5785	0.01181	6302	0.01287
-0.98	-0.98	6819	0.01392	7363.3333	0.01503
-0.96	-0.96	9486	0.01937	9866.6667	0.02014
-0.94	-0.94	13295	0.02714	13265	0.02708
-0.92	-0.92	17014	0.03473	17106.6667	0.03492
-0.9	-0.9	21011	0.04289	20795.3333	0.04245
-0.88	-0.88	24361	0.04973	24125	0.04925
-0.86	-0.86	27003	0.05513	26829	0.05477
-0.84	-0.84	29123	0.05946	28974.3333	0.05915
-0.82	-0.82	30797	0.06287	30358	0.06198
-0.8	-0.8	31154	0.0636	30948	0.06318
-0.78	-0.78	30893	0.06307	30779	0.06284
-0.76	-0.76	30290	0.06184	29938.6667	0.06112
-0.74	-0.74	28633	0.05845	28543.3333	0.05827
-0.72	-0.72	26707	0.05452	26593.3333	0.05429
-0.7	-0.7	24440	0.04989	24375.3333	0.04976
-0.68	-0.68	21979	0.04487	22090	0.0451
-0.66	-0.66	19851	0.04053	19769.3333	0.04036
-0.64	-0.64	17478	0.03568	17401.3333	0.03553
-0.62	-0.62	14875	0.03037	15042.3333	0.03071
-0.6	-0.6	12774	0.02608	12759.3333	0.02605
-0.58	-0.58	10629	0.0217	10703	0.02185
-0.56	-0.56	8706	0.01777	8854.3333	0.01808
-0.54	-0.54	7228	0.01476	7205	0.01471
-0.52	-0.52	5681	0.0116	5872.6667	0.01199
-0.5	-0.5	4709	0.009614	4652.3333	0.009498
-0.48	-0.48	3567	0.007282	3669.3333	0.007491
-0.46	-0.46	2732	0.005577	2823	0.005763
-0.44	-0.44	2170	0.00443	2194.3333	0.00448
-0.42	-0.42	1681	0.003432	1710.3333	0.003492
-0.4	-0.4	1280	0.002613	1295	0.002644
-0.38	-0.38	924	0.001886	954	0.001948
-0.36	-0.36	658	0.001343	695	0.001419
-0.34	-0.34	503	0.001027	512.3333	0.001046
-0.32	-0.32	376	0.0007676	387.3333	0.0007907
-0.3	-0.3	283	0.0005778	280.3333	0.0005723
-0.28	-0.28	182	0.0003716	202.3333	0.0004131
-0.26	-0.26	142	0.0002899	142.3333	0.0002906
-0.24	-0.24	103	0.0002103	107.3333	0.0002191
-0.22	-0.22	77	0.0001572	79.6667	0.0001626
-0.2	-0.2	59	0.0001204	60.3333	0.0001232
-0.18	-0.18	45	0.00009187	46	0.00009391
-0.16	-0.16	34	0.00006941	33.6667	0.00006873
-0.14	-0.14	22	0.00004491	23.6667	0.00004832
-0.12	-0.12	15	0.00003062	17.6667	0.00003607
-0.1	-0.1	16	0.00003266	14	0.00002858
-0.08	-0.08	11	0.00002246	9.6667	0.00001973
-0.06	-0.06	2	4.0830E-6	5	0.00001021
-0.04	-0.04	2	4.0830E-6	2.6667	5.4441E-6
-0.02	-0.02	4	8.1661E-6	2.6667	5.4441E-6
0	0	2	4.0830E-6	2.6667	5.4441E-6
0.02	0.02	2	4.0830E-6	1.6667	3.4025E-6
0.04	0.04	1	2.0415E-6	1	2.0415E-6
0.06	0.06	0	0	1	2.0415E-6
0.08	0.08	2	4.0830E-6	0.6667	1.3610E-6
0.1	0.1	0	0	0.6667	1.3610E-6
0.12	0.12	0	0	0	0
0.14	0.14	0	0	0	0
0.16	0.16	0	0	0	0
0.18	0.18	0	0	0	0
0.2	0.2	0	0	0	0
0.22	0.22	0	0	0	0
0.24	0.24	0	0	0	0
0.26	0.26	0	0	0	0
0.28	0.28	0	0	0	0
0.3	0.3	0	0	0	0
0.32	0.32	0	0	0	0
0.34	0.34	0	0	0	0
0.36	0.36	0	0	0	0
0.38	0.38	0	0	0	0
0.4	0.4	0	0	0	0
0.42	0.42	0	0	0	0
0.44	0.44	0	0	0	0
0.46	0.46	0	0	0	0
0.48	0.48	0	0	0	0
0.5	0.5	0	0	0	0
0.52	0.52	0	0	0	0
0.54	0.54	0	0	0	0
0.56	0.56	0	0	0	0
0.58	0.58	0	0	0	0
0.6	0.6	0	0	0	0
0.62	0.62	0	0	0	0
0.64	0.64	0	0	0	0
0.66	0.66	0	0	0	0
0.68	0.68	0	0	0	0
0.7	0.7	0	0	0	0
0.72	0.72	0	0	0	0
0.74	0.74	0	0	0	0
0.76	0.76	0	0	0	0
0.78	0.78	0	0	0	0
0.8	0.8	0	0	0	0
0.82	0.82	0	0	0	0
0.84	0.84	0	0	0	0
0.86	0.86	0	0	0	0
0.88	0.88	0	0	0	0
0.9	0.9	0	0	0	0
0.92	0.92	0	0	0	0
0.94	0.94	0	0	0	0
0.96	0.96	0	0	0	0
0.98	0.98	0	0	0	0
