GP values	GP values (GFactor-corrected)	Counts (Pixels)	Counts (Pixels, Normalized)	Counts (Kernel-Smoothed)	Counts (Smoothed, Normalized)
-1	-1	5407	0.005951	6346.5	0.006985
-0.98	-0.98	7286	0.00802	8161	0.008983
-0.96	-0.96	11790	0.01298	12348.3333	0.01359
-0.94	-0.94	17969	0.01978	18241.6667	0.02008
-0.92	-0.92	24966	0.02748	25300	0.02785
-0.9	-0.9	32965	0.03628	32938	0.03625
-0.88	-0.88	40883	0.045	40401	0.04447
-0.86	-0.86	47355	0.05212	47076	0.05182
-0.84	-0.84	52990	0.05833	52649.6667	0.05795
-0.82	-0.82	57604	0.0634	56705	0.06241
-0.8	-0.8	59521	0.06551	59180.3333	0.06514
-0.78	-0.78	60416	0.0665	59934.3333	0.06597
-0.76	-0.76	59866	0.06589	59265.3333	0.06523
-0.74	-0.74	57514	0.0633	57341.3333	0.06311
-0.72	-0.72	54644	0.06015	54164	0.05962
-0.7	-0.7	50334	0.0554	50242	0.0553
-0.68	-0.68	45748	0.05035	45499.3333	0.05008
-0.66	-0.66	40416	0.04449	40568.3333	0.04465
-0.64	-0.64	35541	0.03912	35476.3333	0.03905
-0.62	-0.62	30472	0.03354	30580	0.03366
-0.6	-0.6	25727	0.02832	25932	0.02854
-0.58	-0.58	21597	0.02377	21506.6667	0.02367
-0.56	-0.56	17196	0.01893	17485.6667	0.01925
-0.54	-0.54	13664	0.01504	13892	0.01529
-0.52	-0.52	10816	0.0119	10857.6667	0.01195
-0.5	-0.5	8093	0.008908	8400.6667	0.009246
-0.48	-0.48	6293	0.006927	6321	0.006957
-0.46	-0.46	4577	0.005038	4746.6667	0.005225
-0.44	-0.44	3370	0.003709	3467	0.003816
-0.42	-0.42	2454	0.002701	2543.6667	0.0028
-0.4	-0.4	1807	0.001989	1846.3333	0.002032
-0.38	-0.38	1278	0.001407	1349.6667	0.001486
-0.36	-0.36	964	0.001061	962.3333	0.001059
-0.34	-0.34	645	0.0007099	712.6667	0.0007844
-0.32	-0.32	529	0.0005823	502.6667	0.0005533
-0.3	-0.3	334	0.0003676	368.3333	0.0004054
-0.28	-0.28	242	0.0002664	254	0.0002796
-0.26	-0.26	186	0.0002047	184.3333	0.0002029
-0.24	-0.24	125	0.0001376	131.6667	0.0001449
-0.22	-0.22	84	0.00009246	94.6667	0.0001042
-0.2	-0.2	75	0.00008255	70	0.00007705
-0.18	-0.18	51	0.00005613	52	0.00005724
-0.16	-0.16	30	0.00003302	36.6667	0.00004036
-0.14	-0.14	29	0.00003192	28.6667	0.00003155
-0.12	-0.12	27	0.00002972	25	0.00002752
-0.1	-0.1	19	0.00002091	17	0.00001871
-0.08	-0.08	5	5.5034E-6	10.6667	0.00001174
-0.06	-0.06	8	8.8054E-6	6.6667	7.3379E-6
-0.04	-0.04	7	7.7048E-6	6.3333	6.9710E-6
-0.02	-0.02	4	4.4027E-6	5	5.5034E-6
0	0	4	4.4027E-6	4	4.4027E-6
0.02	0.02	4	4.4027E-6	2.6667	2.9351E-6
0.04	0.04	0	0	1.6667	1.8345E-6
0.06	0.06	1	1.1007E-6	0.3333	3.6689E-7
0.08	0.08	0	0	0.3333	3.6689E-7
0.1	0.1	0	0	0	0
0.12	0.12	0	0	0	0
0.14	0.14	0	0	0.6667	7.3379E-7
0.16	0.16	2	2.2014E-6	1	1.1007E-6
0.18	0.18	1	1.1007E-6	1	1.1007E-6
0.2	0.2	0	0	0.6667	7.3379E-7
0.22	0.22	1	1.1007E-6	0.3333	3.6689E-7
0.24	0.24	0	0	0.3333	3.6689E-7
0.26	0.26	0	0	0	0
0.28	0.28	0	0	0	0
0.3	0.3	0	0	0	0
0.32	0.32	0	0	0	0
0.34	0.34	0	0	0	0
0.36	0.36	0	0	0	0
0.38	0.38	0	0	0	0
0.4	0.4	0	0	0	0
0.42	0.42	0	0	0	0
0.44	0.44	0	0	0	0
0.46	0.46	0	0	0	0
0.48	0.48	0	0	0	0
0.5	0.5	0	0	0	0
0.52	0.52	0	0	0	0
0.54	0.54	0	0	0	0
0.56	0.56	0	0	0	0
0.58	0.58	0	0	0	0
0.6	0.6	0	0	0	0
0.62	0.62	0	0	0	0
0.64	0.64	0	0	0	0
0.66	0.66	0	0	0	0
0.68	0.68	0	0	0	0
0.7	0.7	0	0	0	0
0.72	0.72	0	0	0	0
0.74	0.74	0	0	0	0
0.76	0.76	0	0	0	0
0.78	0.78	0	0	0	0
0.8	0.8	0	0	0	0
0.82	0.82	0	0	0	0
0.84	0.84	0	0	0	0
0.86	0.86	0	0	0	0
0.88	0.88	0	0	0	0
0.9	0.9	0	0	0	0
0.92	0.92	0	0	0	0
0.94	0.94	0	0	0	0
0.96	0.96	0	0	0	0
0.98	0.98	0	0	0	0
