GP values	GP values (GFactor-corrected)	Counts (Pixels)	Counts (Pixels, Normalized)	Counts (Kernel-Smoothed)	Counts (Smoothed, Normalized)
-1	-1	5785	0.01181	6302	0.01287
-0.98	-0.9698	6819	0.01392	7363.3333	0.01503
-0.96	-0.9398	9486	0.01937	9866.6667	0.02014
-0.94	-0.9102	13295	0.02714	13265	0.02708
-0.92	-0.8809	17014	0.03473	17106.6667	0.03492
-0.9	-0.8519	21011	0.04289	20795.3333	0.04245
-0.88	-0.8231	24361	0.04973	24125	0.04925
-0.86	-0.7947	27003	0.05513	26829	0.05477
-0.84	-0.7665	29123	0.05946	28974.3333	0.05915
-0.82	-0.7387	30797	0.06287	30358	0.06198
-0.8	-0.7111	31154	0.0636	30948	0.06318
-0.78	-0.6837	30893	0.06307	30779	0.06284
-0.76	-0.6567	30290	0.06184	29938.6667	0.06112
-0.74	-0.6299	28633	0.05845	28543.3333	0.05827
-0.72	-0.6033	26707	0.05452	26593.3333	0.05429
-0.7	-0.577	24440	0.04989	24375.3333	0.04976
-0.68	-0.551	21979	0.04487	22090	0.0451
-0.66	-0.5252	19851	0.04053	19769.3333	0.04036
-0.64	-0.4997	17478	0.03568	17401.3333	0.03553
-0.62	-0.4744	14875	0.03037	15042.3333	0.03071
-0.6	-0.4493	12774	0.02608	12759.3333	0.02605
-0.58	-0.4245	10629	0.0217	10703	0.02185
-0.56	-0.3999	8706	0.01777	8854.3333	0.01808
-0.54	-0.3756	7228	0.01476	7205	0.01471
-0.52	-0.3514	5681	0.0116	5872.6667	0.01199
-0.5	-0.3275	4709	0.009614	4652.3333	0.009498
-0.48	-0.3038	3567	0.007282	3669.3333	0.007491
-0.46	-0.2803	2732	0.005577	2823	0.005763
-0.44	-0.2571	2170	0.00443	2194.3333	0.00448
-0.42	-0.234	1681	0.003432	1710.3333	0.003492
-0.4	-0.2111	1280	0.002613	1295	0.002644
-0.38	-0.1885	924	0.001886	954	0.001948
-0.36	-0.1661	658	0.001343	695	0.001419
-0.34	-0.1438	503	0.001027	512.3333	0.001046
-0.32	-0.1218	376	0.0007676	387.3333	0.0007907
-0.3	-0.09991	283	0.0005778	280.3333	0.0005723
-0.28	-0.07825	182	0.0003716	202.3333	0.0004131
-0.26	-0.05677	142	0.0002899	142.3333	0.0002906
-0.24	-0.03548	103	0.0002103	107.3333	0.0002191
-0.22	-0.01438	77	0.0001572	79.6667	0.0001626
-0.2	0.006543	59	0.0001204	60.3333	0.0001232
-0.18	0.02729	45	0.00009187	46	0.00009391
-0.16	0.04785	34	0.00006941	33.6667	0.00006873
-0.14	0.06824	22	0.00004491	23.6667	0.00004832
-0.12	0.08846	15	0.00003062	17.6667	0.00003607
-0.1	0.1085	16	0.00003266	14	0.00002858
-0.08	0.1284	11	0.00002246	9.6667	0.00001973
-0.06	0.1481	2	4.0830E-6	5	0.00001021
-0.04	0.1677	2	4.0830E-6	2.6667	5.4441E-6
-0.02	0.187	4	8.1661E-6	2.6667	5.4441E-6
0	0.2063	2	4.0830E-6	2.6667	5.4441E-6
0.02	0.2253	2	4.0830E-6	1.6667	3.4025E-6
0.04	0.2443	1	2.0415E-6	1	2.0415E-6
0.06	0.263	0	0	1	2.0415E-6
0.08	0.2816	2	4.0830E-6	0.6667	1.3610E-6
0.1	0.3001	0	0	0.6667	1.3610E-6
0.12	0.3184	0	0	0	0
0.14	0.3366	0	0	0	0
0.16	0.3546	0	0	0	0
0.18	0.3724	0	0	0	0
0.2	0.3902	0	0	0	0
0.22	0.4078	0	0	0	0
0.24	0.4252	0	0	0	0
0.26	0.4425	0	0	0	0
0.28	0.4597	0	0	0	0
0.3	0.4768	0	0	0	0
0.32	0.4937	0	0	0	0
0.34	0.5105	0	0	0	0
0.36	0.5271	0	0	0	0
0.38	0.5437	0	0	0	0
0.4	0.5601	0	0	0	0
0.42	0.5763	0	0	0	0
0.44	0.5925	0	0	0	0
0.46	0.6085	0	0	0	0
0.48	0.6244	0	0	0	0
0.5	0.6402	0	0	0	0
0.52	0.6559	0	0	0	0
0.54	0.6715	0	0	0	0
0.56	0.6869	0	0	0	0
0.58	0.7023	0	0	0	0
0.6	0.7175	0	0	0	0
0.62	0.7326	0	0	0	0
0.64	0.7476	0	0	0	0
0.66	0.7625	0	0	0	0
0.68	0.7773	0	0	0	0
0.7	0.7919	0	0	0	0
0.72	0.8065	0	0	0	0
0.74	0.821	0	0	0	0
0.76	0.8353	0	0	0	0
0.78	0.8496	0	0	0	0
0.8	0.8637	0	0	0	0
0.82	0.8778	0	0	0	0
0.84	0.8918	0	0	0	0
0.86	0.9056	0	0	0	0
0.88	0.9194	0	0	0	0
0.9	0.9331	0	0	0	0
0.92	0.9466	0	0	0	0
0.94	0.9601	0	0	0	0
0.96	0.9735	0	0	0	0
0.98	0.9868	0	0	0	0
