GP values	GP values (GFactor-corrected)	Counts (Pixels)	Counts (Pixels, Normalized)	Counts (Kernel-Smoothed)	Counts (Smoothed, Normalized)
-1	-1	0	0	1	1.4213E-6
-0.98	-0.9698	2	2.8427E-6	2.6667	3.7902E-6
-0.96	-0.9398	6	8.5280E-6	6.3333	9.0018E-6
-0.94	-0.9102	11	0.00001563	15.6667	0.00002227
-0.92	-0.8809	30	0.00004264	25.3333	0.00003601
-0.9	-0.8519	35	0.00004975	44.6667	0.00006349
-0.88	-0.8231	69	0.00009807	71.3333	0.0001014
-0.86	-0.7947	110	0.0001563	125.3333	0.0001781
-0.84	-0.7665	197	0.00028	204	0.00029
-0.82	-0.7387	305	0.0004335	322.6667	0.0004586
-0.8	-0.7111	466	0.0006623	478.6667	0.0006803
-0.78	-0.6837	665	0.0009452	687.3333	0.0009769
-0.76	-0.6567	931	0.001323	984.6667	0.0014
-0.74	-0.6299	1358	0.00193	1414.6667	0.002011
-0.72	-0.6033	1955	0.002779	1995.6667	0.002837
-0.7	-0.577	2674	0.003801	2790	0.003966
-0.68	-0.551	3741	0.005317	3870	0.005501
-0.66	-0.5252	5195	0.007384	5388	0.007658
-0.64	-0.4997	7228	0.01027	7311.3333	0.01039
-0.62	-0.4744	9511	0.01352	9841.6667	0.01399
-0.6	-0.4493	12786	0.01817	12903.6667	0.01834
-0.58	-0.4245	16414	0.02333	16877	0.02399
-0.56	-0.3999	21431	0.03046	21506.6667	0.03057
-0.54	-0.3756	26675	0.03791	26726	0.03799
-0.52	-0.3514	32072	0.04559	32196	0.04576
-0.5	-0.3275	37841	0.05378	37875	0.05383
-0.48	-0.3038	43712	0.06213	43108.6667	0.06127
-0.46	-0.2803	47773	0.0679	47083.3333	0.06692
-0.44	-0.2571	49765	0.07073	49673	0.0706
-0.42	-0.234	51481	0.07317	50433.6667	0.07168
-0.4	-0.2111	50055	0.07114	49543	0.07042
-0.38	-0.1885	47093	0.06693	46546.6667	0.06616
-0.36	-0.1661	42492	0.0604	42300.6667	0.06012
-0.34	-0.1438	37317	0.05304	37310.3333	0.05303
-0.32	-0.1218	32122	0.04566	32014	0.0455
-0.3	-0.09991	26603	0.03781	26658	0.03789
-0.28	-0.07825	21249	0.0302	21626	0.03074
-0.26	-0.05677	17026	0.0242	17230.3333	0.02449
-0.24	-0.03548	13416	0.01907	13578.6667	0.0193
-0.22	-0.01438	10294	0.01463	10489.6667	0.01491
-0.2	0.006543	7759	0.01103	8032	0.01142
-0.18	0.02729	6043	0.008589	6102	0.008673
-0.16	0.04785	4504	0.006402	4666.3333	0.006632
-0.14	0.06824	3452	0.004906	3520.3333	0.005004
-0.12	0.08846	2605	0.003703	2659.6667	0.00378
-0.1	0.1085	1922	0.002732	1978.6667	0.002812
-0.08	0.1284	1409	0.002003	1457	0.002071
-0.06	0.1481	1040	0.001478	1075.6667	0.001529
-0.04	0.1677	778	0.001106	786.3333	0.001118
-0.02	0.187	541	0.0007689	591.3333	0.0008405
0	0.2063	455	0.0006467	426.6667	0.0006064
0.02	0.2253	284	0.0004037	319	0.0004534
0.04	0.2443	218	0.0003099	214.6667	0.0003051
0.06	0.263	142	0.0002018	148.3333	0.0002108
0.08	0.2816	85	0.0001208	99	0.0001407
0.1	0.3001	70	0.00009949	68.3333	0.00009712
0.12	0.3184	50	0.00007107	51.6667	0.00007344
0.14	0.3366	35	0.00004975	35.6667	0.00005069
0.16	0.3546	22	0.00003127	24.3333	0.00003459
0.18	0.3724	16	0.00002274	15	0.00002132
0.2	0.3902	7	9.9493E-6	9.6667	0.00001374
0.22	0.4078	6	8.5280E-6	5.6667	8.0542E-6
0.24	0.4252	4	5.6853E-6	4.3333	6.1591E-6
0.26	0.4425	3	4.2640E-6	3	4.2640E-6
0.28	0.4597	2	2.8427E-6	2	2.8427E-6
0.3	0.4768	1	1.4213E-6	1.6667	2.3689E-6
0.32	0.4937	2	2.8427E-6	1.3333	1.8951E-6
0.34	0.5105	1	1.4213E-6	1	1.4213E-6
0.36	0.5271	0	0	0.6667	9.4756E-7
0.38	0.5437	1	1.4213E-6	0.3333	4.7378E-7
0.4	0.5601	0	0	0.3333	4.7378E-7
0.42	0.5763	0	0	0.3333	4.7378E-7
0.44	0.5925	1	1.4213E-6	0.3333	4.7378E-7
0.46	0.6085	0	0	0.3333	4.7378E-7
0.48	0.6244	0	0	0	0
0.5	0.6402	0	0	0	0
0.52	0.6559	0	0	0	0
0.54	0.6715	0	0	0	0
0.56	0.6869	0	0	0	0
0.58	0.7023	0	0	0	0
0.6	0.7175	0	0	0	0
0.62	0.7326	0	0	0	0
0.64	0.7476	0	0	0	0
0.66	0.7625	0	0	0	0
0.68	0.7773	0	0	0	0
0.7	0.7919	0	0	0	0
0.72	0.8065	0	0	0	0
0.74	0.821	0	0	0	0
0.76	0.8353	0	0	0	0
0.78	0.8496	0	0	0	0
0.8	0.8637	0	0	0	0
0.82	0.8778	0	0	0	0
0.84	0.8918	0	0	0	0
0.86	0.9056	0	0	0	0
0.88	0.9194	0	0	0	0
0.9	0.9331	0	0	0	0
0.92	0.9466	0	0	0	0
0.94	0.9601	0	0	0	0
0.96	0.9735	0	0	0	0
0.98	0.9868	0	0	0	0
