GP values	GP values (GFactor-corrected)	Counts (Pixels)	Counts (Pixels, Normalized)	Counts (Kernel-Smoothed)	Counts (Smoothed, Normalized)
-1	-1	443	0.001486	858	0.002878
-0.98	-0.9698	1273	0.004269	1515	0.005081
-0.96	-0.9398	2829	0.009488	3012.6667	0.0101
-0.94	-0.9102	4936	0.01655	5149.6667	0.01727
-0.92	-0.8809	7684	0.02577	7733.3333	0.02594
-0.9	-0.8519	10580	0.03548	10631.6667	0.03566
-0.88	-0.8231	13631	0.04572	13523.6667	0.04536
-0.86	-0.7947	16360	0.05487	16198.3333	0.05433
-0.84	-0.7665	18604	0.06239	18335	0.06149
-0.82	-0.7387	20041	0.06721	19892	0.06671
-0.8	-0.7111	21031	0.07053	20610.6667	0.06912
-0.78	-0.6837	20760	0.06962	20875.3333	0.07001
-0.76	-0.6567	20835	0.06988	20539.6667	0.06889
-0.74	-0.6299	20024	0.06716	19856	0.06659
-0.72	-0.6033	18709	0.06275	18650	0.06255
-0.7	-0.577	17217	0.05774	17099.6667	0.05735
-0.68	-0.551	15373	0.05156	15334.3333	0.05143
-0.66	-0.5252	13413	0.04498	13427.3333	0.04503
-0.64	-0.4997	11496	0.03855	11566.6667	0.03879
-0.62	-0.4744	9791	0.03284	9788.3333	0.03283
-0.6	-0.4493	8078	0.02709	8135.6667	0.02729
-0.58	-0.4245	6538	0.02193	6555	0.02198
-0.56	-0.3999	5049	0.01693	5152.6667	0.01728
-0.54	-0.3756	3871	0.01298	3952.3333	0.01326
-0.52	-0.3514	2937	0.00985	3007.6667	0.01009
-0.5	-0.3275	2215	0.007429	2243.3333	0.007524
-0.48	-0.3038	1578	0.005292	1635.6667	0.005486
-0.46	-0.2803	1114	0.003736	1159	0.003887
-0.44	-0.2571	785	0.002633	801	0.002686
-0.42	-0.234	504	0.00169	552	0.001851
-0.4	-0.2111	367	0.001231	361.3333	0.001212
-0.38	-0.1885	213	0.0007144	242.6667	0.0008138
-0.36	-0.1661	148	0.0004964	146.3333	0.0004908
-0.34	-0.1438	78	0.0002616	89.6667	0.0003007
-0.32	-0.1218	43	0.0001442	48	0.000161
-0.3	-0.09991	23	0.00007714	29	0.00009726
-0.28	-0.07825	21	0.00007043	17.6667	0.00005925
-0.26	-0.05677	9	0.00003018	11.6667	0.00003913
-0.24	-0.03548	5	0.00001677	6	0.00002012
-0.22	-0.01438	4	0.00001342	4.3333	0.00001453
-0.2	0.006543	4	0.00001342	3.3333	0.00001118
-0.18	0.02729	2	6.7075E-6	2	6.7075E-6
-0.16	0.04785	0	0	0.6667	2.2358E-6
-0.14	0.06824	0	0	0	0
-0.12	0.08846	0	0	0	0
-0.1	0.1085	0	0	0	0
-0.08	0.1284	0	0	0	0
-0.06	0.1481	0	0	0	0
-0.04	0.1677	0	0	0	0
-0.02	0.187	0	0	0	0
0	0.2063	0	0	0	0
0.02	0.2253	0	0	0	0
0.04	0.2443	0	0	0	0
0.06	0.263	0	0	0	0
0.08	0.2816	0	0	0	0
0.1	0.3001	0	0	0	0
0.12	0.3184	0	0	0	0
0.14	0.3366	0	0	0	0
0.16	0.3546	0	0	0	0
0.18	0.3724	0	0	0	0
0.2	0.3902	0	0	0	0
0.22	0.4078	0	0	0	0
0.24	0.4252	0	0	0	0
0.26	0.4425	0	0	0	0
0.28	0.4597	0	0	0	0
0.3	0.4768	0	0	0	0
0.32	0.4937	0	0	0	0
0.34	0.5105	0	0	0	0
0.36	0.5271	0	0	0	0
0.38	0.5437	0	0	0	0
0.4	0.5601	0	0	0	0
0.42	0.5763	0	0	0	0
0.44	0.5925	0	0	0	0
0.46	0.6085	0	0	0	0
0.48	0.6244	0	0	0	0
0.5	0.6402	0	0	0	0
0.52	0.6559	0	0	0	0
0.54	0.6715	0	0	0	0
0.56	0.6869	0	0	0	0
0.58	0.7023	0	0	0	0
0.6	0.7175	0	0	0	0
0.62	0.7326	0	0	0	0
0.64	0.7476	0	0	0	0
0.66	0.7625	0	0	0	0
0.68	0.7773	0	0	0	0
0.7	0.7919	0	0	0	0
0.72	0.8065	0	0	0	0
0.74	0.821	0	0	0	0
0.76	0.8353	0	0	0	0
0.78	0.8496	0	0	0	0
0.8	0.8637	0	0	0	0
0.82	0.8778	0	0	0	0
0.84	0.8918	0	0	0	0
0.86	0.9056	0	0	0	0
0.88	0.9194	0	0	0	0
0.9	0.9331	0	0	0	0
0.92	0.9466	0	0	0	0
0.94	0.9601	0	0	0	0
0.96	0.9735	0	0	0	0
0.98	0.9868	0	0	0	0
